speaker,words,tags,timestamp
WS,"Oh, bang, even run! .logs at the mill there. The mill didn't go out with us,",,
WS,you,,
WS,"know, they was different, you know. The mill never did go with the woods and the",,
WS,"IWW strike. They stayed away from that mill, you know.",,
SS,How come?,,
WS,"Well, the mill was all married men. and they had homes and they had commitments",,
WS,"they had to make and all this and that. So the Wobblies, they were all single men,",,
WS,"didn't give a goddamn for nothing. They always steered away from the mill,",,
WS,"you know. But the mill wasn't in with us this time but and this last IWW strike,",,
WS,"but they run out of timber out here, you see.",,
SS,They had to shut down.,,
WS,"And they had to shut down, but that's when the pressure come on us, you see.",,
WS,They,,
WS,"started that shootin' match up there, then they declared marshall law and brought",,
WS,"the national guard in for Orofino and Pierce and that was on the way out, then.",,
SS,You figured it was the right thing for the men to try to do.,,
WS,Yeah.,,
SS,So you really had to do it.,,
WS,"I thought it was right, yeah. I knew they were going to try to prove us wrong,",,
WS,but,,
WS,"the camps themselves, you know, was in awful shape, you know. Lousy, dirty and",,
WS,"when you went to work in the spring, you could have stayed there all summer, you",,
WS,had the same blanket on bed when you left in the fall. And no change of sheets,,
WS,"or nothing, you know.",,
SS,I thought that was what the '17 strike was about?,,
WS,"Well, it was, it was on the coast. But...",,
SS,They just got back to work after the depression. They were just starting up,,
SS,again.,,
